datetime;GARCH;HAR;RFSV;actuals
2018-11-27 14:00:00;-14.056738611494302;-12.962877474755983;-13.217477504496593;-12.31663042293434
2018-11-27 15:00:00;-14.461615271720312;-12.968645595029562;-13.251794700281456;-11.923614449237983
2018-11-27 16:00:00;-13.76199532634734;-13.260474531334792;-13.384177956037313;-13.091097721707348
2018-11-27 18:00:00;-14.101910704737525;-13.070809410977501;-13.564042596691184;-14.157606384273505
2018-11-27 19:00:00;-14.456523475911084;-13.703977616356807;-13.442028909911997;-13.338843958450008
2018-11-27 20:00:00;-14.569683526846482;-14.241857888530808;-13.628481735753924;-13.54577677642142
2018-11-27 21:00:00;-14.486468485518857;-13.80109517490004;-13.45502915912632;-14.13145695399673
2018-11-27 22:00:00;-14.627363891880293;-13.94702218251543;-13.790308383365888;-14.343739347739504
2018-11-27 23:00:00;-14.698861540550777;-14.30013245027588;-13.581113567667709;-14.33050741698568
2018-11-28 00:00:00;-14.841728705368777;-14.444078058840946;-13.615980258676032;-14.632498420814573
2018-11-28 01:00:00;-14.842112855144565;-14.482753955480836;-13.404363242114572;-13.408035908362065
2018-11-28 02:00:00;-14.921877471033412;-14.645584830583024;-13.503446345408934;-13.771068785254885
2018-11-28 03:00:00;-14.955352428674683;-13.996351049944275;-13.192018976100833;-13.022702279446442
2018-11-28 04:00:00;-14.902657550157487;-14.19339904528014;-13.202987607395368;-13.162547817580222
2018-11-28 05:00:00;-14.975315774521693;-13.795105161542958;-13.234650743457173;-13.195232137751471
2018-11-28 06:00:00;-14.537356799029057;-13.883349659404454;-13.184058530776198;-13.598320546192097
2018-11-28 07:00:00;-14.724048107801105;-13.928846751277446;-13.40337667492642;-12.853446348048635
2018-11-28 08:00:00;-14.51893063929971;-14.146463081358368;-13.23214291269181;-13.378315960904537
2018-11-28 09:00:00;-14.073084691422839;-13.751278943186326;-13.168324936685163;-12.272176771770031
2018-11-28 10:00:00;-14.436121301305795;-14.014258894985366;-13.251288263588107;-12.080385747510705
2018-11-28 11:00:00;-14.192920820788974;-13.388451047295034;-13.215508315347886;-12.00642593359613
2018-11-28 12:00:00;-13.929991210340933;-13.270222576665168;-13.388836332089127;-10.353920819837239
2018-11-28 13:00:00;-14.36989112986141;-13.15946081439177;-13.187795954502452;-11.771348888893879
2018-11-28 14:00:00;-14.367147433303384;-12.261731198521487;-13.28510897110209;-11.572789790623188
2018-11-28 15:00:00;-14.515768455123078;-13.032927045442895;-13.236348739055595;-11.872623972415523
2018-11-28 16:00:00;-14.78300135961854;-12.920866071640217;-13.405215995394352;-12.685483770774868
2018-11-28 18:00:00;-14.784987963428135;-13.103768659108807;-13.135794515477912;-12.439754075770649
2018-11-28 19:00:00;-14.70796995237616;-13.533198356775484;-13.298799655604013;-13.721488119169807
2018-11-28 20:00:00;-14.908834422626809;-13.44612765460838;-13.082039609026117;-13.534004653006477
2018-11-28 21:00:00;-15.00195464934145;-14.137234746247733;-13.102905297320428;-13.919225718242618
2018-11-28 22:00:00;-15.08611437714457;-14.08447084814866;-13.114024483824233;-14.730325873960867
2018-11-28 23:00:00;-14.796036356457954;-14.362267754092679;-13.167805260585274;-15.018437014174646
2018-11-29 00:00:00;-14.786159660139026;-14.877411441966013;-13.254227770447482;-14.772653947154867
2018-11-29 01:00:00;-14.995123373618586;-15.090182957274001;-13.288812438717919;-14.365854033780087
2018-11-29 02:00:00;-15.120433588366279;-14.989303824485114;-13.28470430732443;-13.796576061094338
2018-11-29 03:00:00;-14.90834157742374;-14.774331632114063;-12.891385985292233;-13.080092681782322
2018-11-29 04:00:00;-15.053869237534961;-14.448591522269687;-13.3387383841023;-12.979536922574123
2018-11-29 05:00:00;-14.929928522166335;-14.051091874269549;-13.507714917324428;-13.271205293156061
2018-11-29 06:00:00;-15.11093281661574;-14.009684007396444;-13.449328317549394;-12.98118770988847
2018-11-29 07:00:00;-15.062296830175375;-14.17679959807132;-13.52086373372491;-13.17905392571675
2018-11-29 08:00:00;-14.984065267116808;-14.027789174707205;-13.18783194750378;-12.970557071493946
2018-11-29 09:00:00;-14.48511418621637;-14.130706762615526;-13.39337884237948;-12.006755514084798
2018-11-29 10:00:00;-11.833104086472375;-13.989823881490244;-13.430102882234923;-10.938647749778733
2018-11-29 11:00:00;-12.665352866638207;-13.392505134570568;-13.297292859067111;-11.332062755465927
2018-11-29 12:00:00;-13.545809218987717;-12.763168988495442;-13.25030367680314;-12.593805444751151
2018-11-29 13:00:00;-12.658823462004676;-13.001008794587213;-13.355857210256481;-12.620377955583962
2018-11-29 14:00:00;-13.56319690953865;-13.700102965732414;-12.963666432981332;-11.648098027305306
2018-11-29 15:00:00;-14.377241625012564;-13.66839415503801;-13.177460335872725;-11.917820171263145
2018-11-29 16:00:00;-14.802602926609753;-13.114787652232893;-13.255720510719382;-13.57069071938974
2018-11-29 18:00:00;-15.023385220281689;-13.310793027416674;-12.91184180623327;-13.859040507084346
2018-11-29 19:00:00;-14.927995561943597;-14.226560375025135;-13.012345873273508;-13.547977782826058
2018-11-29 20:00:00;-15.1542037855789;-14.375316804774377;-13.36564377910618;-13.661542121952989
2018-11-29 21:00:00;-14.910098222874614;-14.228061308243303;-13.273326350784243;-13.743976862533765
2018-11-29 22:00:00;-15.20092068934554;-14.313180732446883;-13.08163023968324;-14.821023655542628
2018-11-29 23:00:00;-15.322129989766347;-14.437893694851022;-13.2146860114242;-14.713708086140214
2018-11-30 00:00:00;-15.266248991344922;-15.256370667599223;-13.339076192124917;-14.127763038601636
2018-11-30 01:00:00;-14.943155814216952;-15.19230232616069;-12.997778681700494;-14.615446583346841
2018-11-30 02:00:00;-15.113341773630314;-14.859737171143905;-12.96727625663244;-14.543313967359719
2018-11-30 03:00:00;-15.309760563290597;-15.199212969328352;-13.048303867737909;-13.757743364211912
2018-11-30 04:00:00;-15.378642077751053;-15.145730958210263;-12.771650211903452;-13.637607479450926
2018-11-30 05:00:00;-15.091508933628106;-14.640842407158733;-12.936168630114997;-13.615903624584012
2018-11-30 06:00:00;-15.322235408456404;-14.569071331837785;-12.940503956974752;-13.835377407034418
2018-11-30 07:00:00;-13.918242017078887;-14.566909156648437;-12.846496669201231;-13.641428291241121
2018-11-30 08:00:00;-13.294694759440846;-14.712781892640706;-12.688554958374779;-11.703363831683632
2018-11-30 09:00:00;-14.104023653528584;-14.520739953386895;-13.029281096414941;-12.263109633112135
2018-11-30 10:00:00;-14.809333467528505;-13.274371943526083;-13.010479475284033;-12.244112299416903
2018-11-30 11:00:00;-13.235158435820356;-13.62029414724094;-12.79669594538448;-12.466472180623686
2018-11-30 12:00:00;-12.760981041884213;-13.605165935077691;-12.821180766638186;-12.811997664086828
2018-11-30 13:00:00;-13.614047917505347;-13.752882800868447;-12.884956462203872;-11.822086043598087
2018-11-30 14:00:00;-14.435700858407383;-13.94107608228118;-12.784344169740145;-12.500470771636557
2018-11-30 15:00:00;-14.944014452692686;-13.33242673859784;-12.824241770726788;-11.73703848468803
2018-11-30 16:00:00;-15.203082482066087;-13.729875674552941;-12.683784685548423;-12.687299266075815
2018-12-02 18:00:00;-15.278857242042923;-13.274325192392906;-12.744809110328717;-8.500708525067878
2018-12-02 19:00:00;-15.350974193567769;-13.704913584212713;-12.917014315762088;-13.41165033191762
2018-12-02 20:00:00;-15.174396820828674;-11.431613887894892;-12.773886705367996;-13.322289558671413
2018-12-02 21:00:00;-15.323355248009758;-14.270548011863935;-12.700775429800428;-13.638767289306482
2018-12-02 22:00:00;-15.392677361320175;-14.254784491426305;-13.099657205265022;-13.882016884361555
2018-12-02 23:00:00;-14.719110565600088;-14.45748297575737;-12.845761758438151;-14.233447024867747
2018-12-03 00:00:00;-15.117154331499963;-14.581803332344897;-12.906737124302825;-13.90665512488849
2018-12-03 01:00:00;-15.188363611964965;-14.944485809583945;-12.952004021150605;-14.186244424878394
2018-12-03 02:00:00;-15.251957429339503;-14.74322654549993;-12.501141469649921;-13.531982665177072
2018-12-03 03:00:00;-15.285759411901033;-14.924379432810564;-12.785523384650872;-13.275702404238809
2018-12-03 04:00:00;-14.345178895132765;-14.478843942829489;-12.726749876430484;-13.500576871837922
2018-12-03 05:00:00;-14.864790408269812;-14.31249684455147;-12.956271977632833;-13.37078429770636
2018-12-03 06:00:00;-14.946433207052829;-14.453983605641183;-13.166417764626958;-13.612376893980777
2018-12-03 07:00:00;-15.271227357434794;-14.378323840940023;-12.85858454831552;-12.905963585376684
2018-12-03 08:00:00;-14.778506912684364;-14.515884032644943;-12.627706226589755;-13.101298483300416
2018-12-03 09:00:00;-13.465435635635593;-14.054636160038688;-12.74324584931223;-11.905459146203427
2018-12-03 10:00:00;-14.40950930534905;-14.162453938415537;-12.995010283365763;-11.389245266218465
2018-12-03 11:00:00;-14.378340700232185;-13.336615846573348;-12.774767524113276;-11.427201405794154
2018-12-03 12:00:00;-14.161319878197187;-12.967014799165247;-12.816032651771572;-12.18878045221871
2018-12-03 13:00:00;-14.537296421312664;-12.996443393127327;-12.54069801718321;-12.108548337514481
2018-12-03 14:00:00;-15.031235547495784;-13.498991170594442;-12.653790763150294;-11.65814517041322
2018-12-03 15:00:00;-14.466282955266996;-13.426097633954976;-12.7849994324177;-11.522166593015214
2018-12-03 16:00:00;-15.025165337332698;-13.11993433527383;-12.739358366425328;-12.945728413575017
2018-12-03 18:00:00;-15.26801264761845;-13.062756024837329;-12.754832864444534;-13.132862932931483
2018-12-03 19:00:00;-15.356196331400916;-14.01950667670014;-12.64741835940544;-13.612976428367228
2018-12-03 20:00:00;-15.342549356907647;-14.179145231782561;-12.618448711459967;-13.470877524612472
2018-12-03 21:00:00;-14.822700734852836;-14.50278326570807;-12.6691939330553;-14.24060141054992
2018-12-03 22:00:00;-15.050149207673286;-14.436645775064317;-12.576725911107905;-13.602557416891495
2018-12-03 23:00:00;-15.318992293849073;-14.948682129378799;-12.5378333654299;-13.667805731410946
2018-12-04 00:00:00;-15.060854473208234;-14.526169832385134;-12.469628231135106;-12.580355638875831
2018-12-04 01:00:00;-14.782283321024691;-14.562404091938395;-12.623209701834021;-13.490846038160008
2018-12-04 02:00:00;-14.869454886183176;-13.83305375349336;-12.668493689772074;-13.330875640996789
2018-12-04 03:00:00;-15.265670513106983;-14.458285583549904;-12.60955708295127;-12.627473206230835
2018-12-04 04:00:00;-13.636614556158117;-14.332024101330791;-12.786529343562961;-12.904396779682132
2018-12-04 05:00:00;-13.926869842787497;-13.853760639091336;-12.43976001111791;-13.215700252535605
2018-12-04 06:00:00;-14.45585537540561;-14.041612917341016;-12.56452417761997;-13.092803691992765
2018-12-04 07:00:00;-13.934004573737372;-14.246100584784541;-12.564930133760505;-13.09511120413431
2018-12-04 08:00:00;-14.797019965469728;-14.159769343817773;-12.801155644769285;-13.061424295369454
2018-12-04 09:00:00;-14.902277237773951;-14.170972852573327;-12.779281966925316;-11.719767348317529
2018-12-04 10:00:00;-14.417014482147652;-14.13245116171796;-12.469503894266564;-11.556244787596837
2018-12-04 11:00:00;-15.042696640672252;-13.221581990556716;-12.313769060223992;-12.163558099713168
2018-12-04 12:00:00;-15.020240299117072;-13.112433122020335;-12.454457005287916;-10.260273090129736
2018-12-04 13:00:00;-15.280358729765256;-13.478393146681137;-12.395127123088702;-10.307244567328613
2018-12-04 14:00:00;-15.302363219121759;-12.153308793665964;-12.17460270121131;-10.620695065151716
2018-12-04 15:00:00;-15.117810597661638;-12.15801218253658;-12.462814303719673;-10.260588226746298
2018-12-04 16:00:00;-15.091003880442202;-12.338816405534699;-12.328108426030042;-11.617580391254746
2018-12-04 18:00:00;-14.238586222400125;-12.117922134436123;-12.64239679623592;-12.333334017839716
2018-12-04 19:00:00;-14.772850105375625;-13.071478564769057;-12.463923167624664;-12.551368366973048
2018-12-04 20:00:00;-14.767947724073993;-13.570956090529291;-12.445849948446416;-13.329912101193353
2018-12-04 21:00:00;-15.209497216108069;-13.742040395432692;-12.235810312664203;-14.073200760553684
2018-12-04 22:00:00;-15.19395274914067;-14.29315239253179;-12.113884394160603;-13.943650696521413
2018-12-04 23:00:00;-14.356079352301965;-14.80725287532882;-12.153415393570414;-14.129317268597323
2018-12-05 00:00:00;-15.018570244693624;-14.730161081256707;-12.192839586946842;-12.664207078940374
2018-12-05 01:00:00;-15.277257386776986;-14.850081503450928;-12.003402746626227;-13.738140930840391
2018-12-05 02:00:00;-14.655820964577961;-13.845546790448706;-12.153582048600544;-12.662495922971566
2018-12-05 03:00:00;-13.946520717253106;-14.57683097522129;-11.998905676846714;-12.369345224056042
2018-12-05 04:00:00;-14.391458925492115;-13.824022935804944;-12.180255830518865;-13.259952118219678
2018-12-05 05:00:00;-14.10828703362158;-13.63102639826537;-12.250363685181707;-12.92224357695094
2018-12-05 06:00:00;-11.148217796829464;-14.235765328780532;-12.333911627862769;-13.412562307710566
2018-12-05 07:00:00;-12.641646726823721;-14.011464845007884;-12.420913805355937;-13.568397436335447
2018-12-05 08:00:00;-14.272606908631097;-14.352590319575581;-12.643773662181545;-13.351574722095734
2018-12-05 09:00:00;-12.318083579214347;-14.464259463565655;-12.446546047931344;-14.033486989531637
2018-12-05 18:00:00;-13.526951950814944;-14.339762578004882;-12.350126256260092;-7.992825871579305
2018-12-05 19:00:00;-14.517337197978375;-14.654816514453517;-12.376156799333096;-12.002946959927291
2018-12-05 20:00:00;-14.370538527522399;-10.881384070679704;-12.317729592814246;-11.240693448874689
2018-12-05 21:00:00;-15.014401896359969;-13.341044849259616;-12.461663998867877;-12.298210898430822
2018-12-05 22:00:00;-15.098722058423235;-12.881621075273452;-12.22723074097699;-11.615082431523403
2018-12-05 23:00:00;-15.15519531666145;-13.515768002404835;-12.354688724236357;-12.38847594258162
2018-12-06 00:00:00;-15.3634194352742;-13.119552374688;-12.521329755618803;-12.45834793624871
2018-12-06 01:00:00;-15.435111296867817;-13.608973678060137;-12.537336403525899;-12.74799642262706
2018-12-06 02:00:00;-15.307398183499314;-13.664189714789403;-12.498232248251389;-11.55173384195487
2018-12-06 03:00:00;-15.315411755408753;-13.820366442640589;-12.576151839121682;-11.859185770047612
2018-12-06 04:00:00;-15.439330071696883;-13.10636573146146;-12.559678943603856;-11.38154232908303
2018-12-06 05:00:00;-15.109307337514577;-13.288957264476396;-12.326003964251248;-12.111605484432914
2018-12-06 06:00:00;-15.111372011599663;-13.035032350609166;-12.390235209504574;-12.05542727395413
2018-12-06 07:00:00;-15.311003846816574;-13.441449475510668;-12.357423695969928;-12.097478074427894
2018-12-06 08:00:00;-15.409725929945951;-13.40446731862089;-12.565296190595419;-11.831766628202269
2018-12-06 09:00:00;-15.484415677894619;-13.416054956162077;-12.337714262145912;-10.237862674013144
2018-12-06 10:00:00;-15.095899328636781;-13.2149194139747;-12.529154936236857;-10.0582614229374
2018-12-06 11:00:00;-14.044088675143133;-12.2054839476333;-12.449999878001993;-10.38680706553968
2018-12-06 12:00:00;-14.575176332763677;-12.061354713714406;-12.332029319560448;-10.605976084330107
2018-12-06 13:00:00;-15.070310676210784;-12.220070676843843;-12.258939043952042;-10.701612203006665
2018-12-06 14:00:00;-15.302906544680878;-12.313303306922455;-12.114022595086142;-10.102305877721905
2018-12-06 15:00:00;-15.207923465367548;-12.297226091354132;-12.18929550805978;-10.288865702843168
2018-12-06 16:00:00;-15.090238896219375;-11.893000878910032;-11.99669460906425;-11.950544699157373
2018-12-06 18:00:00;-13.296237324118007;-12.066695672458687;-12.128181036385572;-12.611917816214632
2018-12-06 19:00:00;-13.579934473453154;-13.119464160895324;-12.12684457942226;-12.468775159837486
2018-12-06 20:00:00;-12.523944627727511;-13.547464763200239;-12.070507955692591;-12.25938399749701
2018-12-06 21:00:00;-13.611758432594623;-13.452094391836281;-12.466659397420186;-12.706107466238567
2018-12-06 22:00:00;-14.567424632655895;-13.356159167100659;-12.046944629812561;-13.645542515952998
2018-12-06 23:00:00;-14.765795102245718;-13.680884417392736;-11.792419734166288;-14.140480767506945
2018-12-07 00:00:00;-15.236229627732946;-14.363044878236572;-11.84816591725234;-14.438001479258622
2018-12-07 01:00:00;-13.212596579671363;-14.735095112126514;-11.892910127316316;-14.07535665144617
2018-12-07 02:00:00;-13.543827616917621;-14.934716224701697;-11.8355733868995;-12.192148121767696
2018-12-07 03:00:00;-13.957083170007119;-14.632042087683937;-12.17222879836802;-11.972882267245154
2018-12-07 04:00:00;-12.66015781780193;-13.43513392656183;-12.422306364437263;-12.302680142041034
2018-12-07 05:00:00;-13.42683530151848;-13.311321699160388;-12.55590306297706;-12.727519419420027
2018-12-07 06:00:00;-14.249844892692517;-13.5501833741079;-12.46649679277718;-12.633666712634703
2018-12-07 07:00:00;-11.824576833421801;-13.809622247422192;-12.394142410004465;-12.78233461259892
2018-12-07 08:00:00;-12.585831810313916;-13.750529399900367;-12.344352767136503;-11.379808125895687
2018-12-07 09:00:00;-13.246155007444687;-13.807772342092472;-12.28638101323589;-11.00568304340432
2018-12-07 10:00:00;-13.519006811215183;-12.903836526239978;-12.660050475517739;-10.245571817157632
2018-12-07 11:00:00;-14.094603628670964;-12.622221721412851;-12.43830689926668;-10.215065210473616
2018-12-07 12:00:00;-14.671225233318443;-12.082538857512672;-12.611156557836999;-10.470258248397204
2018-12-07 13:00:00;-15.07599805379034;-12.026685964021285;-12.512861675513372;-10.855514626507976
2018-12-07 14:00:00;-15.264796894928113;-12.172779094617438;-12.674390242557305;-10.350031840092731
2018-12-07 15:00:00;-15.26941798175799;-12.354643100027493;-12.59740227592824;-9.878577319972136
2018-12-07 16:00:00;-13.152656908021735;-11.964598413949181;-12.34744559953092;-12.973798219329792
2018-12-09 18:00:00;-13.543164247817451;-11.796208423815221;-12.559373419419082;-9.650566019502966
2018-12-09 19:00:00;-13.900162799176188;-13.566283516825576;-12.480441014950667;-11.410911771746978
2018-12-09 20:00:00;-14.41599076402698;-11.569848255297648;-12.477563402589892;-12.020551821801341
2018-12-09 21:00:00;-14.21458218252941;-12.655811537327532;-12.209439811963708;-12.285495872109307
2018-12-09 22:00:00;-14.551589817110811;-13.034874884140363;-12.238642124999876;-13.520056724158593
2018-12-09 23:00:00;-13.492946523365251;-13.270088463924402;-12.107185748652844;-13.6436252147237
2018-12-10 00:00:00;-13.343842035809276;-14.071914280229384;-12.514232007496991;-13.660269347844398
2018-12-10 01:00:00;-12.274288483922824;-14.202804594399185;-12.728127289393074;-13.03639746653227
2018-12-10 02:00:00;-11.528218436656601;-14.222211329596057;-12.183214432555195;-12.012431438388619
2018-12-10 03:00:00;-12.218136343706258;-13.78551735994836;-12.765716965583636;-11.617059433702423
2018-12-10 04:00:00;-12.111427000080383;-13.139563763232122;-12.656575013843346;-12.188919331384138
2018-12-10 05:00:00;-12.479183907511878;-12.892297521375513;-12.227347559876545;-12.660485776627846
2018-12-10 06:00:00;-13.169897633272672;-13.268677039478318;-12.46498972626602;-12.641232890624895
2018-12-10 07:00:00;-13.774769430504168;-13.563857903967742;-12.429450874190836;-12.34589592075525
2018-12-10 08:00:00;-14.442812518961254;-13.558888551077684;-12.809742966810456;-12.026286914116751
2018-12-10 09:00:00;-14.46891931798814;-13.356773794731136;-12.663150157693792;-10.24392748224593
2018-12-10 10:00:00;-14.567363629102914;-13.097130877964265;-12.460735503336222;-9.816418720337122
2018-12-10 11:00:00;-14.971236608532266;-11.935716078944864;-12.675339154645782;-9.62839936036889
2018-12-10 12:00:00;-15.067772793317925;-11.60973626941593;-12.124697143945362;-10.352748173469301
2018-12-10 13:00:00;-15.21223002546129;-11.472909780235895;-12.382031667452743;-10.596000154740437
2018-12-10 14:00:00;-15.11052090492042;-11.905618116241481;-12.43133251529939;-10.225599867389151
2018-12-10 15:00:00;-13.87363528045894;-12.012896978646562;-12.403108382995772;-10.907693035533317
2018-12-10 16:00:00;-14.31504384040139;-11.774410670932049;-12.608508276046807;-12.13880295246604
2018-12-10 18:00:00;-14.23385087789583;-12.244802671237533;-12.44909455751011;-12.841808434695755
2018-12-10 19:00:00;-14.679477604345506;-13.071158385176762;-12.157499047192516;-12.467406347154714
2018-12-10 20:00:00;-14.965500184133088;-13.523987647740308;-12.205151437567086;-11.790380911828434
2018-12-10 21:00:00;-14.02925957952733;-13.263530781651344;-12.435626761069823;-12.43049617672024
2018-12-10 22:00:00;-14.589308607111384;-12.858679833442858;-12.751521766085483;-13.095598056680421
