datetime;HAR;RFSV;actuals
2018-11-21 15:55:00;-15.877416015775246;-15.656177376048804;-12.845040352962512
2018-11-21 16:00:00;-16.201461527500918;-16.33473301850021;-13.475142102650935
2018-11-21 16:05:00;-15.60793425017723;-16.000030487554532;-15.764169830175497
2018-11-21 16:10:00;-15.9100433807886;-15.893172379299944;-13.854788405996285
2018-11-21 16:15:00;-16.87795165746504;-15.635798863471019;-19.84379939202036
2018-11-21 16:30:00;-16.133313319579905;-15.885213659947375;-15.059336890338182
2018-11-21 16:35:00;-18.44791913038093;-15.429068948150064;-18.53674680496746
2018-11-21 16:40:00;-16.657679290768066;-15.6003405237189;-16.74489296644553
2018-11-21 16:45:00;-18.043325643543106;-16.08220952873743;-16.138697102177943
2018-11-21 16:50:00;-17.345248564438485;-15.295402075224565;-17.843316512067272
2018-11-21 16:55:00;-17.152480581676933;-15.879775489852115;-16.74467276696652
2018-11-21 18:00:00;-17.88245562580223;-16.556662060884598;-14.459522691632257
2018-11-21 18:05:00;-17.396562771280934;-16.356798872309938;-15.171434773923117
2018-11-21 18:10:00;-16.469543583744347;-15.71039683274687;-16.23653821417612
2018-11-21 18:15:00;-16.778459373701786;-15.501322756539375;-16.1416118304251
2018-11-21 18:20:00;-17.222370248840626;-15.900816451300063;-17.846522698826423
2018-11-21 18:25:00;-17.237612839657196;-16.164806551493886;-15.974220342714444
2018-11-21 18:30:00;-17.961860067363226;-15.956574258540162;-16.747313570919683
2018-11-21 18:35:00;-17.175923358609246;-15.453154060546028;-16.14044643391405
2018-11-21 18:40:00;-17.51911990445918;-15.358049721463233;-17.439140783887186
2018-11-21 18:45:00;-17.280149862657957;-15.526683721355505;-15.447222105199497
2018-11-21 18:50:00;-17.83834818414092;-15.138888225165497;-14.849187940352818
2018-11-21 18:55:00;-16.974587862217582;-15.777947033577457;-17.84492025459207
2018-11-21 19:00:00;-16.762708047994714;-15.709547850798552;-16.74608789253149
2018-11-21 19:05:00;-18.06817770982152;-15.74228693847756;-15.278628417062379
2018-11-21 19:10:00;-17.589800090221352;-15.970913415630067;-15.204589428832316
2018-11-21 19:15:00;-16.96029683493426;-16.036573680155318;-14.776235607899913
2018-11-21 19:20:00;-16.903945746269322;-16.210274283670735;-15.242440100953724
2018-11-21 19:25:00;-16.773307814236396;-16.145363003572577;-15.648355594628159
2018-11-21 19:30:00;-16.981167215527215;-16.888203279454643;-15.767269513738215
2018-11-21 19:35:00;-17.164995478870047;-15.861263300766447;-16.461570535104975
2018-11-21 19:40:00;-17.248958888635848;-16.28170153274955;-15.650773702532378
2018-11-21 19:45:00;-17.58533582102134;-16.62780725025631;-15.901675605133832
2018-11-21 19:50:00;-17.266612490429488;-17.006213596072676;-16.237763069370082
2018-11-21 19:55:00;-17.402867554008274;-15.72129873689196;-17.15422336178181
2018-11-21 20:00:00;-17.59588541726132;-16.315893125482198;-15.245155181926956
2018-11-21 20:05:00;-17.97103575321953;-15.471284415398749;-17.607914866217744
2018-11-21 20:10:00;-17.261927117423895;-16.26118431277589;-15.543692488106462
2018-11-21 20:15:00;-18.23203262989633;-15.886688182379716;-16.341345715859497
2018-11-21 20:20:00;-17.406637570034967;-15.70375715516552;-15.104305260158961
2018-11-21 20:25:00;-17.77363537978963;-15.4809519067575;-16.140600737552905
2018-11-21 20:30:00;-17.301424458879943;-15.41345836541977;-15.072266660132714
2018-11-21 20:35:00;-17.714534217926065;-15.242681124304731;-14.848197537754464
2018-11-21 20:40:00;-17.25573858709668;-15.520343025199274;-15.40196626295827
2018-11-21 20:45:00;-17.146218182430502;-15.61302639373403;-14.708035563358996
2018-11-21 20:50:00;-17.387820325723;-15.182871664774229;-15.591999836918164
2018-11-21 20:55:00;-17.14543482333641;-15.912763731756614;-15.135197073671728
2018-11-21 21:00:00;-17.489575573588517;-15.881343824601979;-15.400899693696225
2018-11-21 21:05:00;-17.300167516364844;-15.401979897455329;-15.82870917365519
2018-11-21 21:10:00;-17.47757660764713;-15.786952060465142;-16.591106207320223
2018-11-21 21:15:00;-17.708765590792943;-15.396824402298316;-15.646437928282275
2018-11-21 21:20:00;-18.03286267626242;-14.634629787749436;-15.592109119583258
2018-11-21 21:25:00;-17.673016996151027;-15.357633071198409;-17.438511928207056
2018-11-21 21:30:00;-17.739210157540377;-15.252453174907243;-15.010341840658866
2018-11-21 21:35:00;-18.47516844125206;-14.874549130761432;-17.43788286286578
2018-11-21 21:40:00;-17.642991375686982;-15.408675114898488;-14.528098891631977
2018-11-21 21:45:00;-18.489983891787425;-15.74628240797485;-16.743949080437087
2018-11-21 21:50:00;-17.48864730867225;-15.247413885583837;-16.23357656073875
2018-11-21 21:55:00;-18.33747432745897;-14.645062833697631;-16.58989280045445
2018-11-21 22:00:00;-18.187386631946502;-15.110303441687584;-17.8428445868879
2018-11-21 22:05:00;-18.427485900405962;-15.36471655748399;-16.33820066738791
2018-11-21 22:10:00;-18.88272272638587;-15.339490719072012;-16.33742418440767
2018-11-21 22:15:00;-18.35813987670965;-15.851112013431633;-17.436183413479394
2018-11-21 22:20:00;-18.45446452053411;-15.50907888659123;-17.43624636992134
2018-11-21 22:25:00;-18.89952014475616;-15.473637616891468;-16.58927232899049
2018-11-21 22:30:00;-18.898399665896157;-15.788446134929679;-17.14880042387475
2018-11-21 22:35:00;-18.65174310323564;-15.944509857761794;-16.050723216843753
2018-11-21 22:40:00;-18.856372954015136;-15.656593673339033;-16.589703978698168
2018-11-21 22:45:00;-18.520625638621162;-15.749681981003915;-17.14993336779918
2018-11-21 22:50:00;-18.765116962592764;-16.146079181568076;-16.926818145933733
2018-11-21 22:55:00;-18.943553433600663;-16.222231775174883;-17.84322214128479
2018-11-21 23:00:00;-18.95839843062847;-15.251138049274827;-16.59072880559349
2018-11-21 23:05:00;-19.25331462480826;-15.366852569572124;-17.438323213346145
2018-11-21 23:10:00;-18.937883928122368;-15.313533792996717;-17.43863771041356
2018-11-21 23:15:00;-19.20512009107508;-15.517324496479786;-17.84397703631522
2018-11-21 23:25:00;-19.255678397991936;-15.656206065991695;-17.43832323114197
2018-11-21 23:30:00;-19.40500121067671;-14.933422788622241;-17.843505253629473
2018-11-21 23:35:00;-19.304643448334012;-15.563028745807246;-15.972131222449006
2018-11-21 23:40:00;-19.37065651411674;-15.607905726159832;-17.844825946107083
2018-11-21 23:45:00;-18.85607859756137;-15.015098255005666;-18.538256025429764
2018-11-21 23:50:00;-19.438796445244428;-15.175615585786856;-16.929232935898177
2018-11-21 23:55:00;-19.596994260467703;-14.872869055712515;-17.15271584769258
2018-11-22 00:00:00;-19.20005163969133;-15.79448302443247;-16.747344987327526
2018-11-22 00:05:00;-19.266752929204152;-16.025070725717562;-16.140806415265914
2018-11-22 00:10:00;-19.092019353460522;-15.758596391944364;-17.845108844869817
2018-11-22 00:15:00;-19.03695943989353;-15.452290214576836;-16.459073761230012
2018-11-22 00:20:00;-19.37339632945443;-15.83287284788828;-16.929119815857696
2018-11-22 00:25:00;-19.109682958325514;-15.637727575066286;-17.440146551359167
2018-11-22 00:30:00;-19.233284308890937;-15.395737453685378;-15.493724564500619
2018-11-22 00:35:00;-19.275018229760484;-15.817120713038282;-16.747156459259923
2018-11-22 00:40:00;-18.870043935194666;-15.328112702715641;-15.900545242154125
2018-11-22 00:45:00;-19.07551569389627;-15.058613467288616;-16.930024652870436
2018-11-22 00:50:00;-18.882671510767317;-15.069311038921898;-15.830696055852135
2018-11-22 00:55:00;-19.080921858595296;-15.021518900370783;-17.15281009617596
2018-11-22 01:00:00;-18.902067451894048;-15.021987628690503;-17.440586421552716
2018-11-22 01:05:00;-19.17115959968603;-14.738874141472895;-16.92991157298208
2018-11-22 01:10:00;-19.216897503150925;-15.40483115984543;-17.84671113807922
2018-11-22 01:15:00;-19.16738090381002;-15.677975258263903;-16.930401552690018
2018-11-22 01:20:00;-19.39847196287385;-15.533047234281293;-15.649287617680997
2018-11-22 01:25:00;-19.106953059888177;-15.380889734333085;-18.540140950897513
2018-11-22 01:30:00;-18.86832489237215;-15.938858553016718;-17.153422618091792
2018-11-22 01:35:00;-19.493287488815916;-14.933610724847357;-18.539764107892697
2018-11-22 01:40:00;-19.247635963750575;-15.867553015223425;-17.84680535770218
2018-11-22 01:45:00;-19.586692885901606;-14.908158742631487;-16.748538449784203
2018-11-22 01:55:00;-19.406128208226413;-15.163940779399267;-15.13994182329407
2018-11-22 02:00:00;-19.092209534536117;-15.869616690119962;-16.59479591929628
2018-11-22 02:05:00;-18.72646343669205;-14.792636609772021;-15.243787596630979
2018-11-22 02:10:00;-19.01064602771546;-15.401645857029497;-15.705796853256944
2018-11-22 02:15:00;-18.665189326962512;-15.14762477064234;-16.59291151137378
2018-11-22 02:20:00;-18.764703670392485;-14.943813888600529;-17.43983230927139
2018-11-22 02:25:00;-18.980178260289925;-15.012832804277583;-15.172078301084317
2018-11-22 02:30:00;-19.12656043494828;-16.00040957413777;-16.14145759700717
2018-11-22 02:35:00;-18.542801033420822;-15.346252153783484;-15.494730104849971
2018-11-22 02:40:00;-18.744788485092634;-15.01145726603803;-15.766256520902067
2018-11-22 02:45:00;-18.537451880138654;-15.158800636109222;-15.765608298779405
2018-11-22 02:50:00;-18.570150905620515;-15.756987501711226;-16.928403175955115
2018-11-22 02:55:00;-18.58449015326689;-15.565799080475987;-16.34046556655053
2018-11-22 03:00:00;-18.870345106917988;-15.416617572278348;-15.27876637988124
2018-11-22 03:05:00;-18.68942682386662;-15.432521948344618;-15.40123614008931
2018-11-22 03:10:00;-18.35725490040297;-15.219702464876038;-14.624372660943777
2018-11-22 03:15:00;-18.31515990777509;-15.5721205227879;-14.45863026114285
2018-11-22 03:20:00;-18.015810495944173;-15.078660946983355;-16.457399610691418
2018-11-22 03:25:00;-17.983185301975162;-15.798269037078587;-15.763745176661313
2018-11-22 03:30:00;-18.56874225988829;-15.671389565168603;-14.203652569942053
2018-11-22 03:35:00;-18.300584831600325;-15.529573519737253;-14.869600946262679
2018-11-22 03:40:00;-17.758981168730337;-15.075966451429112;-15.588629278305193
2018-11-22 03:45:00;-17.96019614287743;-14.959889750596327;-15.441401961879462
2018-11-22 03:50:00;-18.182572072436663;-15.104295604727003;-15.097755066459188
2018-11-22 03:55:00;-18.09702815548635;-15.026843840514546;-14.769850503085278
2018-11-22 04:00:00;-17.934485496771025;-14.149830365680986;-15.640894545120146
2018-11-22 04:05:00;-17.811878522919777;-14.933848840118669;-14.817292571369824
2018-11-22 04:10:00;-18.07451562260544;-15.397871714355345;-14.679712945013259
2018-11-22 04:15:00;-17.74547502014743;-15.66290140944159;-16.131667111666097
2018-11-22 04:20:00;-17.716236407750692;-15.380892353391085;-15.270795544623661
2018-11-22 04:25:00;-18.226608272554834;-15.340572278095213;-15.583048781769206
2018-11-22 04:30:00;-17.895477199094124;-15.286924891203865;-15.436237174934659
2018-11-22 04:35:00;-18.00843569803296;-15.003065042245261;-15.819882660212517
2018-11-22 04:40:00;-17.952210858335683;-15.219985907369642;-15.09490909740001
2018-11-22 04:45:00;-18.086557341156002;-14.961229566493484;-16.583598144697834
2018-11-22 04:50:00;-17.8464540207955;-15.756934242911472;-15.756784233166385
2018-11-22 04:55:00;-18.395287826201205;-15.949193592718519;-15.03397290583797
2018-11-22 05:00:00;-18.034322351128274;-15.513999854491423;-15.586289265332006
2018-11-22 05:05:00;-17.76244209354129;-15.182763738998952;-16.58546428707454
2018-11-22 05:10:00;-17.96269391650994;-15.516889936278732;-14.389023443681479
2018-11-22 05:15:00;-18.32911435293206;-14.974957608003244;-16.134437352657965
2018-11-22 05:20:00;-17.49950755525449;-15.21446118383601;-14.948304426383272
2018-11-22 05:25:00;-18.141143828078974;-15.252222872342811;-14.680997848727783
2018-11-22 05:30:00;-17.6863966223033;-15.696705359670378;-14.471801840246327
2018-11-22 05:35:00;-17.524707497521625;-14.993070584113704;-15.893060368956158
2018-11-22 05:40:00;-17.450671306668504;-14.970383449541488;-16.58608594633291
2018-11-22 05:45:00;-18.034749724115976;-14.700769379943186;-15.0067860764361
2018-11-22 05:50:00;-18.298710007270095;-14.454324514361831;-15.237068622173593
2018-11-22 05:55:00;-17.664052421103314;-14.865447820064643;-13.857781119055794
2018-11-22 06:00:00;-17.72074682146515;-15.159632546482493;-17.14341008133493
2018-11-22 06:05:00;-17.209685427524413;-14.697106863597606;-14.746594799085221
2018-11-22 06:10:00;-18.477569802149922;-14.662252176633576;-15.759339805351338
2018-11-22 06:15:00;-17.526100510500463;-14.519542823040807;-16.33507178214289
2018-11-22 06:20:00;-17.94433499947072;-15.297506719451953;-15.353220184427393
2018-11-22 06:25:00;-18.15007327681044;-15.973825117242477;-16.227602222029816
2018-11-22 06:30:00;-17.77386950666996;-15.49376237395584;-14.724279874942784
2018-11-22 06:35:00;-18.097673990989755;-15.596648385063132;-16.585193910837067
2018-11-22 06:40:00;-17.521530114893515;-15.162765418599964;-15.96602574634414
2018-11-22 06:45:00;-18.242591529095215;-14.863360778186363;-14.660159703963837
2018-11-22 06:50:00;-17.994394210013205;-15.375484454783198;-16.58686949573345
2018-11-22 06:55:00;-17.51284021279755;-15.38659501418747;-16.134815632514965
2018-11-22 07:00:00;-18.262583357953893;-15.633156542027292;-15.397885487019117
2018-11-22 07:05:00;-18.10894394520121;-15.758135929976545;-15.537633480048765
2018-11-22 07:10:00;-17.80057291995856;-16.11178581323894;-15.824578134793189
2018-11-22 07:15:00;-17.872880224447634;-16.43587455898514;-17.433600009600518
2018-11-22 07:20:00;-18.03253885192455;-16.1003728638793;-16.13454054265621
2018-11-22 07:25:00;-18.6795820508519;-16.43485635166322;-17.146579853340935
2018-11-22 07:30:00;-18.208820976465198;-15.997157152776687;-15.236347361096895
2018-11-22 07:35:00;-18.545234248037353;-16.20036534261523;-15.274406637334296
2018-11-22 07:40:00;-17.789470902536344;-15.956836961252305;-15.166096651970909
2018-11-22 07:45:00;-17.796178267544313;-14.8845414761305;-15.537746919559133
2018-11-22 07:50:00;-17.757363522943955;-16.15575712534754;-16.23034579273249
2018-11-22 07:55:00;-17.864415044501605;-16.22885626731268;-17.839443386189295
2018-11-22 08:00:00;-18.17575399150271;-15.757161289877013;-15.200041536764587
2018-11-22 08:05:00;-18.736655419027464;-15.431943367659446;-16.740169057618353
2018-11-22 08:10:00;-17.744958635420083;-14.734338408997534;-16.22852978719803
2018-11-22 08:15:00;-18.29824331116881;-15.119277004763209;-16.585193933866236
2018-11-22 08:20:00;-18.10939766076924;-15.611223867310066;-15.440499074781881
2018-11-22 08:25:00;-18.203066597347707;-15.522191284615745;-16.04615462194997
2018-11-22 08:30:00;-17.780170716718963;-15.642576652180152;-16.584896512328534
2018-11-22 08:35:00;-17.978527358208986;-16.18453468225883;-15.82374588686109
2018-11-22 08:40:00;-18.137567677454562;-15.625046296041207;-17.838781362691382
2018-11-22 08:45:00;-17.890727236762686;-16.005831207490886;-16.046927295032553
2018-11-22 08:50:00;-18.55005357855908;-15.696468916738452;-16.92243386978973
2018-11-22 08:55:00;-17.960935086387423;-15.7582087237255;-16.739601458074773
2018-11-22 09:00:00;-18.238393901265248;-14.83425091350211;-16.133302199089947
2018-11-22 09:05:00;-18.17229963287229;-14.603827560266048;-15.234742433464879
2018-11-22 09:10:00;-17.967327457389977;-15.162231766637237;-15.966287789110233
2018-11-22 09:15:00;-17.692922393716252;-15.192401507727329;-16.452013992629603
2018-11-22 09:20:00;-17.915751738165987;-14.914597378901409;-16.04691152278407
2018-11-22 09:25:00;-18.05278858734666;-16.061888929171424;-16.739759146488215
2018-11-22 09:30:00;-17.939813354188026;-15.70934647057632;-16.585545383496985
2018-11-22 09:35:00;-18.132903519830528;-15.955876483666252;-15.892425238457719
2018-11-22 09:40:00;-18.081983265703364;-15.400838055239369;-16.585815693590785
2018-11-22 09:45:00;-17.903518003363068;-14.97590739589286;-17.838402968962118
2018-11-22 09:50:00;-18.104702070652046;-15.434945062530192;-17.14544496736908
2018-11-22 09:55:00;-18.447364252872966;-15.772314406813132;-17.14563418436823
2018-11-22 10:00:00;-18.26551273579414;-15.473362293701179;-16.58584272171371
2018-11-22 10:05:00;-18.272728690662596;-15.946828624824859;-16.229381261710685
2018-11-22 10:10:00;-18.11525549502121;-15.65873754030098;-17.83849758082193
2018-11-22 10:15:00;-18.024989222845782;-15.253335939316807;-15.586618120890922
2018-11-22 10:20:00;-18.442825778887162;-15.337851891989107;-15.585990407948415
2018-11-22 10:25:00;-17.797872080393766;-15.57807207289519;-14.237394342118487
2018-11-22 10:30:00;-17.76228004360987;-15.532866438520513;-14.72049084241897
2018-11-22 10:35:00;-17.36701892376177;-15.31863194900489;-15.231346048200935
2018-11-22 10:40:00;-17.46968802232825;-16.12825966721686;-15.582669649032566
2018-11-22 10:45:00;-17.60231838123493;-15.385280751152113;-16.224703179120915
2018-11-22 10:50:00;-17.701493799971807;-16.187033931984026;-16.735623618977467
2018-11-22 10:55:00;-17.882838379447115;-15.664452675264446;-15.194575750064118
2018-11-22 11:00:00;-17.9947844053843;-15.846948177586187;-13.1176462340624
2018-11-22 11:05:00;-17.466009384223092;-15.752105412965092;-15.691496677413184
2018-11-22 11:10:00;-16.878078919586436;-15.73724206816059;-16.73325208466703
2018-11-22 11:15:00;-17.601856934609508;-15.116471413397095;-15.191348714052285
2018-11-22 11:20:00;-17.87448868318645;-14.812709812277184;-14.630368834164587
2018-11-22 11:25:00;-17.402084527775763;-15.243593104260837;-14.785121358930231
2018-11-22 11:30:00;-17.238101683931312;-14.809561704345004;-15.190439327476293
2018-11-22 11:35:00;-17.26945001027436;-14.90971998893352;-15.026397328438298
2018-11-22 11:40:00;-17.371024432282205;-15.379512834852802;-14.717644349767069
2018-11-22 11:45:00;-17.295069683108544;-15.162246358293551;-15.580692392364439
2018-11-22 11:50:00;-17.192779137300725;-14.668466403346422;-15.6358944116144
2018-11-22 11:55:00;-17.44830108268504;-14.400928709445564;-17.140093030083126
2018-11-22 12:00:00;-17.478499599665632;-15.61873846884885;-16.916977934519807
2018-11-22 12:05:00;-17.950415441252538;-15.96848630442352;-15.636031387963815
2018-11-22 12:10:00;-17.852712802840664;-15.584344828707872;-15.09103044430141
2018-11-22 12:15:00;-17.43020814565309;-15.25422168129944;-16.127168056399157
2018-11-22 12:20:00;-17.279631215999665;-14.936584922635966;-14.970466040953342
2018-11-22 12:25:00;-17.535217926300696;-14.489094686722156;-16.733536827215335
2018-11-22 12:30:00;-17.234185083800888;-14.420261026670438;-14.969310853418918
2018-11-22 12:35:00;-17.7213714407417;-14.62216431006322;-17.42551318574346
2018-11-22 12:40:00;-17.2648754689965;-15.182052704760297;-15.959521815735823
2018-11-22 12:45:00;-17.970689585187095;-15.605456276378016;-16.73344191003194
2018-11-22 12:50:00;-17.56899481690609;-16.30923820558356;-16.3275549151114
2018-11-22 12:55:00;-17.816353259010178;-14.977099977338936;-17.137720311852956
2018-11-22 18:00:00;-17.744983385337626;-15.553563140425029;-12.620682992611913
2018-11-22 18:05:00;-17.810922611764703;-15.232912981662086;-15.638527594220035
2018-11-22 18:10:00;-16.559012184967308;-15.342881846780788;-16.7367293688676
2018-11-22 18:15:00;-17.436338436323716;-15.88439495111667;-18.528615174988595
2018-11-22 18:20:00;-17.858509323095085;-16.01690284758212;-15.002689290084124
2018-11-22 18:25:00;-18.32693336997354;-16.55278764351513;-15.585103480705506
2018-11-22 18:30:00;-17.341204730942785;-15.53209251634439;-17.430508130210043
2018-11-22 18:35:00;-17.575664609409408;-15.986225722851332;-16.582732078730416
2018-11-22 18:40:00;-18.09317458227863;-15.732194769571878;-16.331537930846096
2018-11-22 18:45:00;-17.880842121985857;-15.404428806077137;-16.332358868511882
2018-11-22 18:50:00;-17.83998021090465;-15.06417046120833;-15.639443151279977
2018-11-22 18:55:00;-17.842608500193784;-15.11044201157001;-16.920768362943836
2018-11-22 19:00:00;-17.70438353014989;-14.974467760296948;-16.333663159859416
2018-11-22 19:05:00;-18.04550859202744;-14.822497703954683;-15.758973233697429
2018-11-22 19:10:00;-17.90856668229501;-16.113950084658626;-16.739506828316795
2018-11-22 19:15:00;-17.819127837079883;-15.649232321038083;-16.585356150834702
2018-11-22 19:20:00;-18.06754355315811;-15.877830853855555;-17.837835244112547
2018-11-22 19:25:00;-18.103592507478332;-15.015794470296798;-16.227886227778484
2018-11-22 19:30:00;-18.314216979511706;-15.638319347355381;-17.431644475945898
2018-11-22 19:35:00;-18.11405819552376;-15.4340814474872;-16.58416628041024
2018-11-22 19:40:00;-18.30239468405525;-15.105090548335477;-17.83736202367031
2018-11-22 19:45:00;-18.223135291107972;-14.915078735287967;-16.085046571976886
2018-11-22 19:50:00;-18.481915383502518;-15.470471428963977;-16.585329120522058
2018-11-22 19:55:00;-18.06149315033408;-15.906854470503252;-16.22928666775567
2018-11-22 20:00:00;-18.161395201616095;-15.898712948020567;-15.814442493703064
2018-11-22 20:05:00;-18.04642464184044;-15.084895654780718;-16.40944466340127
2018-11-22 20:10:00;-17.94415412114997;-15.512731261154995;-16.92243386978973
2018-11-22 20:15:00;-18.08199359526011;-15.852390564235039;-15.699143572014394
2018-11-22 20:20:00;-18.164163772401388;-15.481501673270655;-17.43322166957455
2018-11-22 20:25:00;-17.882105801695864;-16.172099423079494;-17.433032472713766
2018-11-22 20:30:00;-18.29279090990419;-15.702197541123613;-16.740105991005144
2018-11-22 20:35:00;-18.2849853647921;-15.827133467935912;-16.740169057618353
