Model,RMSE_Mean,RMSE_Std,RMSE_Median,N_Tickers
GARCH,7.452850849741968,0.8188106223972816,7.783660892860264,10
RFSV,6.664156954625978,0.7351357100383944,6.621323821700125,10
HAR,8.667628528984785,0.5481019613310806,8.66323721743981,10
