datetime,rv,lvol,roughsim
2012-11-26,4.845983575055054e-05,-9.934775231963592,-9.961956081067601
2012-11-27,7.428249486351492e-05,-9.50763523475901,-10.493365634427128
2012-11-28,9.152301440333766e-05,-9.298920093775795,-9.784928508307225
2012-11-29,8.41200578295827e-05,-9.383265519664691,-10.194716367576328
2012-11-30,5.502448396435481e-05,-9.807732308799181,-10.095538346442694
2012-12-02,6.267878148451509e-06,-11.980072673919274,-7.990257832573283
2012-12-03,6.692730090496145e-05,-9.611903588798285,-9.814252209024355
2012-12-04,6.874136780583524e-05,-9.585159388488659,-9.158091502603881
2012-12-05,8.536475886348829e-05,-9.36857720201531,-8.886543133691312
2012-12-06,5.922785739003457e-05,-9.734118562733988,-9.012437553347695
2012-12-07,9.05736272199664e-05,-9.309347477577688,-9.286702765299523
2012-12-09,7.032482743458522e-06,-11.864970750412851,-9.775305901783412
2012-12-10,4.053773759526665e-05,-10.113277225225186,-8.61665640480675
2012-12-11,3.6755890614309904e-05,-10.21121205632555,-9.710625300730857
2012-12-12,5.0491626353572634e-05,-9.89370305021249,-10.372744749651064
2012-12-13,5.480877363685313e-05,-9.811660273963117,-11.336742430392995
2012-12-14,4.1200288449438284e-05,-10.097065300433343,-10.986837872858034
2012-12-16,2.2553530531032916e-05,-10.699618939701452,-10.371175360520876
2012-12-17,5.499866357884525e-05,-9.808201671593467,-11.714811394976337
2012-12-18,4.829344260236572e-05,-9.93821477044868,-12.098193475277634
2012-12-19,4.596957623659141e-05,-9.987530766448547,-11.68305513080011
2012-12-20,0.00012833008451047272,-8.960904828167852,-11.272720430749175
2012-12-21,8.430042550846968e-05,-9.381123645419148,-12.294014260595926
2012-12-23,2.203267080306799e-05,-10.722984169679123,-10.530518854421045
2012-12-24,1.6795308698903365e-05,-10.994410954663852,-9.220566910258443
2012-12-26,6.154171854682179e-05,-9.695795262772581,-10.688302132673444
2012-12-27,0.0001014286434849174,-9.1961550265698,-9.200514208631537
2012-12-28,0.0001258417427651741,-8.980485450254411,-9.994505752424768
2012-12-30,1.753202762135845e-05,-10.951481199926494,-9.278521350575572
2012-12-31,0.00015659193465086281,-8.761867278601944,-9.52486200178182
2013-01-02,0.00020989043673838115,-8.468924893212396,-10.265989885460566
2013-01-03,5.267590625699079e-05,-9.851352393733064,-9.65510206769168
2013-01-04,3.8445986987695907e-05,-10.166256237090305,-10.937976477749407
2013-01-06,6.497225993115107e-06,-11.944135242445025,-9.339055119507044
2013-01-07,2.885206878319496e-05,-10.453328859324754,-9.129449276676851
2013-01-08,3.989188552249584e-05,-10.129337625114525,-10.228635364137022
2013-01-09,3.286583688323246e-05,-10.323076832302977,-11.788094792474347
2013-01-10,3.9169489156695323e-05,-10.147612452069426,-10.635879266838206
2013-01-11,2.6535565099201383e-05,-10.537024645540297,-8.945535908739844
2013-01-13,4.05656262755601e-06,-12.41517458641474,-11.671940313005797
2013-01-14,3.4533710799144196e-05,-10.27357458638959,-10.621072735182459
2013-01-15,3.167895348126169e-05,-10.359858025614768,-10.678327640497411
2013-01-16,3.0098223109302133e-05,-10.411044420865505,-11.94243633338808
2013-01-17,3.48890218676646e-05,-10.263338337905932,-9.943969083345552
2013-01-18,2.529339052366512e-05,-10.584967440484899,-9.79884193025389
2013-01-20,4.538307854879302e-06,-12.30295633457766,-10.886244449080065
2013-01-21,1.2394940184030435e-05,-11.29822221830317,-10.666559648009827
2013-01-22,3.006033008097457e-05,-10.412304192962056,-10.846803812543246
2013-01-23,2.9041517809776236e-05,-10.44678410319664,-10.938125804934758
2013-01-24,3.582563749654291e-05,-10.236846789668855,-11.350379221017123
2013-01-25,3.701447904077763e-05,-10.204201396441453,-10.78923578582224
2013-01-27,3.6861362901477284e-06,-12.51093172431943,-11.329849185924482
2013-01-28,2.799113083890299e-05,-10.483622853720235,-10.607877629557631
2013-01-29,2.58910055585289e-05,-10.561614925305438,-9.671834924726905
2013-01-30,3.8239022151292e-05,-10.171654041465453,-10.26947226283694
2013-01-31,3.449227393879059e-05,-10.27477520280929,-9.688175502164597
2013-02-01,3.986365765556753e-05,-10.13004548483141,-10.049385892669786
2013-02-03,3.1370805836504226e-06,-12.672217940959936,-11.00312806796618
2013-02-04,3.547602931230151e-05,-10.246653320193179,-9.792612076197631
2013-02-05,3.0684960174668425e-05,-10.391737920000269,-8.825435205012493
2013-02-06,3.432770432136516e-05,-10.279557823649213,-10.274234426557458
2013-02-07,4.9735891977314314e-05,-9.908783712921055,-9.950426597415706
2013-02-08,2.2338134892424903e-05,-10.709215255166365,-9.67107857053205
2013-02-10,2.0466360087639985e-06,-13.099313084016796,-11.298588582659988
2013-02-11,2.3709021284172246e-05,-10.649654937348298,-9.87495787502644
2013-02-12,2.3214364485903636e-05,-10.670739312016627,-10.388132190252815
2013-02-13,2.092863005616263e-05,-10.774392477248037,-10.859096998886715
2013-02-14,2.3050874528598783e-05,-10.677806848738138,-10.365741228207819
2013-02-15,2.6448424860146655e-05,-10.540313953034493,-11.901757089431587
2013-02-17,3.0969602679148923e-06,-12.685089486272522,-10.108748308221708
2013-02-18,7.629380818582566e-06,-11.78350386686743,-9.271330697390773
2013-02-19,2.202792196051918e-05,-10.723199729310501,-9.029701966238267
2013-02-20,3.79894322472468e-05,-10.178202535671181,-10.13430957962999
2013-02-21,5.5535303284013506e-05,-9.79849164422724,-8.345127741821031
2013-02-22,3.3526535123901195e-05,-10.303173339422772,-10.351246270741754
2013-02-24,4.446537699439557e-06,-12.323384809690042,-11.339908722562107
2013-02-25,8.343007432985715e-05,-9.391501710125874,-10.409546861538649
2013-02-26,0.00010171932896936556,-9.1932932142728,-10.730645926607965
2013-02-27,5.8592828969393235e-05,-9.744898241405389,-11.837814234088215
2013-02-28,5.3086411725246534e-05,-9.84358956217717,-9.455377132954998
2013-03-01,7.042910958838611e-05,-9.560903891791684,-11.557096733091555
2013-03-03,4.481181668866334e-06,-12.315623780945401,-10.721964614870975
2013-03-04,4.331429068143632e-05,-10.047027938574418,-10.497385602030606
2013-03-05,3.4683376999562556e-05,-10.269250034796054,-9.320621350287585
2013-03-06,2.7668860358537326e-05,-10.495202951911462,-10.364039042711951
2013-03-07,3.499534553922459e-05,-10.260295489911679,-8.806382426676997
2013-03-08,3.318288134713177e-05,-10.31347643709495,-10.790021484082969
2013-03-10,5.004709066392644e-06,-12.2051312754795,-11.068696251434055
2013-03-11,1.870503503137126e-05,-10.886717817331315,-9.868321418724246
2013-03-12,2.9553190527984936e-05,-10.429318849450377,-9.852827491468139
2013-03-13,2.842568711040644e-05,-10.468217345870263,-8.904802956499388
2013-03-14,1.7169856484635877e-05,-10.972355241585111,-9.518458368466298
2013-03-15,3.281304936602724e-05,-10.3246842751689,-8.230628917669172
2013-03-17,0.00011365616036417647,-9.082332804434555,-10.246348133060618
2013-03-18,5.230815654492008e-05,-9.85835824217157,-10.483065039308592
2013-03-19,7.695563116971824e-05,-9.472281520763403,-10.640040333547757
2013-03-20,4.938372262459662e-05,-9.915889689594337,-9.215806688523754
2013-03-21,5.3276063549708555e-05,-9.840023416786863,-9.562159017496453
2013-03-22,3.941329361969705e-05,-10.141407397052324,-10.111974291801404
2013-03-24,1.5940225728317534e-05,-11.046664723578411,-11.138364959464655
2013-03-25,5.9810564115336513e-05,-9.724328255162678,-9.83189028379955
2013-03-26,3.724618796342096e-05,-10.197960954927906,-9.717342431855046
2013-03-27,4.0315632785037174e-05,-10.118771253930696,-9.854763888019233
2013-03-28,3.26332346164722e-05,-10.33017932213199,-9.463838162151076
2013-03-31,3.998956198010155e-06,-12.42947718139535,-8.229954265804226
2013-04-01,3.9636097441514775e-05,-10.135770303361248,-9.392897198937122
2013-04-02,2.8653711858489498e-05,-10.460227564434996,-10.098663608028168
2013-04-03,4.607349533265426e-05,-9.985272711856355,-8.990141019418871
2013-04-04,6.113966071044267e-05,-9.702349790904575,-9.231084645042
2013-04-05,6.591939164909747e-05,-9.62707790102977,-9.072933972707238
2013-04-07,5.7228468094700765e-06,-12.07104418241783,-9.722862821576598
2013-04-08,3.700314898011662e-05,-10.204507541370774,-10.332325921927787
2013-04-09,3.585130079002462e-05,-10.236130707336327,-10.36426735083794
2013-04-10,3.5988701477114034e-05,-10.232305516626655,-9.733286443193016
2013-04-11,3.556027163809944e-05,-10.244281508481057,-10.509547155953552
2013-04-12,3.820269724275317e-05,-10.172604436395368,-8.750066609608224
2013-04-14,1.0125227796444033e-05,-11.500480446810531,-9.39923337437735
2013-04-15,0.00012043843201534296,-9.024371873238684,-9.426009640420453
2013-04-16,6.803308402216596e-05,-9.59551644136765,-10.460242749303337
2013-04-17,0.00011475528165982866,-9.07270868254622,-10.028414175368459
2013-04-18,9.832986654487368e-05,-9.227182746389914,-9.764249726874864
2013-04-19,5.437431304159256e-05,-9.81961870235307,-9.190101980739486
2013-04-21,6.606448397562761e-06,-11.927464355981229,-8.99749111931482
2013-04-22,6.487363530430823e-05,-9.643069252471218,-9.220167634128703
2013-04-23,0.00013470429434482917,-8.912428594248201,-9.632939397368517
2013-04-24,4.662048375392258e-05,-9.973470547878483,-8.367665048190167
2013-04-25,3.794213922536402e-05,-10.17944821061458,-9.173847765830065
2013-04-26,4.455511416618758e-05,-10.018783614537536,-9.073150199856826
2013-04-28,4.229650384366501e-06,-12.373391219771907,-7.5650042539156575
2013-04-29,2.8678083284638608e-05,-10.459377375545698,-8.483112819209724
2013-04-30,3.0841673538107366e-05,-10.386643745562868,-8.8882328026033
2013-05-01,5.13766960182867e-05,-9.876325873171382,-9.063136778499032
2013-05-02,4.3710024764721645e-05,-10.037933082520425,-9.24888174738271
2013-05-03,4.1699143677852176e-05,-10.085029964673677,-10.935385606360526
2013-05-05,2.7503851927141848e-06,-12.803769586016806,-10.48574693418505
2013-05-06,1.6473686125123307e-05,-11.013746230369026,-11.423838344437575
2013-05-07,2.0521093301236558e-05,-10.794057259293666,-11.891900513178365
2013-05-08,1.9636656877491924e-05,-10.838112489614007,-11.56896883239781
2013-05-09,4.020173378157805e-05,-10.121600434374347,-11.101751016410416
2013-05-10,4.124696837707043e-05,-10.095932941773594,-10.894981937649183
2013-05-12,1.2065025357366694e-05,-11.325199757159965,-10.106339449373532
2013-05-13,2.983016252129251e-05,-10.419990511202625,-10.523097493300867
2013-05-14,2.8195107712080032e-05,-10.47636208045777,-11.808207876234272
2013-05-15,3.882636970868203e-05,-10.156410910512998,-10.287514094834654
2013-05-16,4.26145488461882e-05,-10.063314840783395,-10.109918025527831
2013-05-17,3.155725792488467e-05,-10.363706950270636,-10.172957787787094
2013-05-19,5.44706173531269e-06,-12.120434225807854,-11.843614432235437
2013-05-20,2.7001704121560294e-05,-10.519610578338307,-10.977536852909385
2013-05-21,3.6150234842489176e-05,-10.227827113046185,-8.516757175987872
2013-05-22,0.0001205206749302519,-9.02368924356641,-9.35249652339277
2013-05-23,0.00014370839459814863,-8.847724349061881,-10.000162669750178
2013-05-24,7.871505057825271e-05,-9.449676180948785,-9.663238077068975
2013-05-26,1.4943857040621347e-05,-11.111210242863123,-10.736516869023212
2013-05-27,1.9550622071949624e-05,-10.842503452502065,-10.357143747798855
2013-05-28,5.9944071676468906e-05,-9.722098569179156,-10.672486794427774
2013-05-29,8.192407356138025e-05,-9.40971767181831,-8.446726952375954
2013-05-30,6.244020785707059e-05,-9.681301133413701,-9.527486691386915
2013-05-31,7.89970980639533e-05,-9.44609943953962,-8.437561258314343
2013-06-02,1.194011175966374e-05,-11.335607089937783,-9.995477155905236
2013-06-03,0.0001328777912846476,-8.926080714676912,-9.05300466151542
2013-06-04,9.365243745233109e-05,-9.275920102158944,-7.451686056425048
2013-06-05,0.0001240412346996834,-8.994896509737037,-8.319691068881198
2013-06-06,0.00011083946726234657,-9.107427644347462,-7.303812856663454
2013-06-07,9.938800540447758e-05,-9.216479121558027,-9.7032843987221
2013-06-09,1.0924636482448698e-05,-11.424490091453949,-9.392044765658982
2013-06-10,5.982919489557064e-05,-9.724016807186876,-8.862408632618815
2013-06-11,8.218509945804198e-05,-9.406536544133834,-9.065854551833434
2013-06-12,9.815945828664955e-05,-9.22891727625401,-10.66506538854275
2013-06-13,9.085440357133639e-05,-9.30625229350605,-9.427229671267908
2013-06-14,6.995778923251752e-05,-9.567618508763184,-7.680268891530677
2013-06-16,6.318008167755744e-06,-11.972106562809694,-8.880454698897365
2013-06-17,6.538359322372318e-05,-9.635239199112586,-7.394927284693015
2013-06-18,5.1262044572218175e-05,-9.878559951514418,-7.940897380420429
2013-06-19,0.00014426835374116144,-8.8438354250292,-9.057728952671846
2013-06-20,0.00015306160633153778,-8.78467006185423,-8.817632517645064
2013-06-21,0.00017969413896869364,-8.624254380351106,-9.286417917293917
2013-06-23,2.1569273596119016e-05,-10.744240774712614,-9.268648402138078
2013-06-24,0.0001845920873494567,-8.597362100576623,-10.176003782504367
2013-06-25,0.0001409109108111838,-8.867382705498548,-9.48753327284059
2013-06-26,7.672101718664263e-05,-9.475334869048378,-9.613494299836919
2013-06-27,6.329502291507625e-05,-9.667703858839428,-9.914868942355179
2013-06-28,8.398458858147597e-05,-9.384877245221649,-9.861185205193035
2013-06-30,1.416588335578465e-05,-11.164674064763549,-9.294364845674428
2013-07-01,7.066315701569631e-05,-9.557586238065934,-9.599623735002725
2013-07-02,7.27917721423387e-05,-9.527907629171699,-11.198350368359986
2013-07-03,6.585005922989649e-05,-9.628130230308471,-10.736887874037356
2013-07-04,2.4023810257417574e-05,-10.636465125357326,-10.692130821850297
2013-07-05,8.766244256250998e-05,-9.342016999313095,-10.991633389187076
2013-07-07,4.18720163076516e-06,-12.383477915706248,-12.682199038406885
2013-07-08,4.904790155684328e-05,-9.9227131545838,-12.008433357412075
2013-07-09,4.004318778464863e-05,-10.125551991685146,-11.472917075917962
2013-07-10,7.908216605886077e-05,-9.445023169307833,-12.160081071435007
2013-07-11,3.7652395426143975e-05,-10.187113982205902,-12.333720739294847
2013-07-12,2.9404936998968132e-05,-10.434347972582515,-12.672507379810515
2013-07-14,3.2196351528795676e-06,-12.64624251138677,-11.24257665849205
2013-07-15,1.844468036037555e-05,-10.900734556402979,-9.935419815570672
2013-07-16,2.5797041827224864e-05,-10.565250730469918,-10.923731967270742
2013-07-17,4.93949043354351e-05,-9.915663290195392,-10.156977313353249
2013-07-18,3.38629092332625e-05,-10.293190265479906,-9.020953556886138
2013-07-19,2.56762032012993e-05,-10.569945940490157,-9.71460723892322
2013-07-21,4.717039185070613e-06,-12.264329246494913,-10.210511535127182
2013-07-22,2.0219400608696265e-05,-10.808867988298157,-10.208866061093254
2013-07-23,2.356132549220977e-05,-10.655903940482888,-10.21084529148281
2013-07-24,3.516670751835854e-05,-10.255410732057452,-11.03594201269745
2013-07-25,4.476224649268109e-05,-10.014145486041828,-8.83535326589278
2013-07-26,3.539066625938448e-05,-10.24906243757941,-9.586466140637349
2013-07-28,4.707066091555112e-06,-12.266445754523149,-9.796269187842485
2013-07-29,3.7766392448537525e-05,-10.18409093947551,-9.76552116399918
2013-07-30,3.2471259100177546e-05,-10.335155195262951,-10.522432616330436
2013-07-31,6.610455163422096e-05,-9.624272953655563,-9.30805677063067
2013-08-01,2.8117761605201263e-05,-10.479109095712182,-10.094473359988969
2013-08-02,2.6792583311675082e-05,-10.527385450849302,-9.573833838700018
2013-08-04,2.9118664876437926e-06,-12.746716277704357,-9.48405993822362
2013-08-05,1.7331283529974923e-05,-10.962997392930033,-9.787691676796094
2013-08-06,2.4016102294115736e-05,-10.636786023667026,-10.680802727105792
2013-08-07,3.2568419621962534e-05,-10.33216746235991,-9.61246910936742
2013-08-08,2.8096808875486695e-05,-10.479854551223296,-9.816263023378744
2013-08-09,3.475172305646627e-05,-10.267281402823995,-10.930568565413031
2013-08-11,3.636591244857638e-06,-12.524463786271676,-10.069327632271197
2013-08-12,3.084850072984421e-05,-10.386422407502286,-11.329912389201375
2013-08-13,3.300328306171071e-05,-10.318903514727763,-8.823585949427745
2013-08-14,4.512883654985965e-05,-10.005989124429762,-11.703007019111796
2013-08-15,6.0850771654910856e-05,-9.707086057347203,-10.608541580257777
2013-08-16,4.216549775315849e-05,-10.073908260118019,-9.305005593459267
2013-08-18,4.924947850824343e-06,-12.221196872061391,-9.299127867449005
2013-08-19,4.437801432549788e-05,-10.022766384013803,-9.177135814594205
2013-08-20,4.1552415178545485e-05,-10.088554911311322,-8.747737560208348
2013-08-21,7.420316471710573e-05,-9.508703757526543,-9.37878718224721
2013-08-22,3.614991514316449e-05,-10.227835956715936,-10.083908118364185
2013-08-23,3.588423610141371e-05,-10.235212464715431,-8.864175721278757
2013-08-25,3.8023526575246487e-06,-12.479890562406679,-8.868746915370998
2013-08-26,3.900138164684442e-05,-10.151913485619978,-9.584854436277045
2013-08-27,7.355090743124103e-05,-9.517532773382587,-9.652635396479369
2013-08-28,5.1491892395416615e-05,-9.874086191903075,-9.275229750912539
2013-08-29,5.0343883332040586e-05,-9.896633429157697,-7.814439807421277
2013-08-30,6.481408427587203e-05,-9.643987628286824,-7.9287037674084315
2013-09-01,3.2193194728576114e-05,-10.343755471583206,-8.276123978973036
2013-09-02,1.497284492149709e-05,-11.109272336072166,-8.79125233737405
2013-09-03,7.505868380006198e-05,-9.497240299715408,-8.92884532405716
2013-09-04,4.046928334805122e-05,-10.114967307460343,-8.422137379569156
2013-09-05,3.361414131517003e-05,-10.300563707061794,-8.675379999206076
2013-09-06,8.546660906521346e-05,-9.367384795550057,-9.172512285357802
2013-09-08,6.952863863961114e-06,-11.876356916506769,-8.679071810165556
2013-09-09,3.385405357353508e-05,-10.293451814711025,-9.288502876584054
2013-09-10,3.097932347797286e-05,-10.382190560593822,-8.979779714988434
2013-09-11,2.9208699022219986e-05,-10.44104398133706,-9.810058140540198
2013-09-12,2.6014350424061173e-05,-10.556862232818343,-10.180927390591096
2013-09-13,2.4244438442949183e-05,-10.627323309442605,-8.864712032204922
2013-09-15,7.282253038868688e-05,-9.527485167280647,-10.655900063570188
2013-09-16,3.147578641682287e-05,-10.366291992902854,-8.949842574416163
2013-09-17,1.8288769761120058e-05,-10.90922336074775,-9.217302527311984
2013-09-18,0.00013293462662489265,-8.92565307971871,-9.847912095666286
2013-09-19,2.4382018725006224e-05,-10.62166463483678,-10.170392339729503
2013-09-20,5.709253891745724e-05,-9.770837116784685,-10.705114450226825
2013-09-22,5.55653233073661e-06,-12.1005363257942,-8.774825559304634
2013-09-23,3.1165962470414054e-05,-10.376184005125172,-7.855342765862607
2013-09-24,3.112662667537259e-05,-10.377446941882475,-9.732139649144985
2013-09-25,5.68826472075475e-05,-9.77452023333517,-9.182303632664802
2013-09-26,3.708431533883053e-05,-10.202316444889536,-9.035467197747575
2013-09-27,3.255714259595253e-05,-10.332513778790469,-10.129734519193965
2013-09-29,4.647171673410997e-05,-9.976666672702544,-10.311479657387613
2013-09-30,6.491637439861882e-05,-9.642410664095221,-9.407502081618185
2013-10-01,5.799105023799514e-05,-9.755221865565751,-9.805390894403402
2013-10-02,5.9625941861690154e-05,-9.727419812458054,-11.302340793954071
2013-10-03,7.533051829297229e-05,-9.493625215850695,-11.493017126350042
2013-10-04,3.902381692302515e-05,-10.151338407896109,-9.387631034123023
2013-10-06,2.6587590258905387e-05,-10.535065982656453,-9.33800522846192
2013-10-07,4.815853641589256e-05,-9.941012147460949,-9.600081963314688
2013-10-08,7.850141309475049e-05,-9.452393932130919,-10.913592811908027
2013-10-09,8.502508846460648e-05,-9.372564186617495,-10.602619823069597
2013-10-10,7.408203714943067e-05,-9.51033746868708,-10.57936679150915
2013-10-11,3.223913116925837e-05,-10.342329589533316,-9.578702620305629
2013-10-13,6.936531235859232e-05,-9.57612363732643,-11.62986684951625
2013-10-14,4.4429217911349356e-05,-10.02161324388691,-11.398852734158583
2013-10-15,0.00013949881195481496,-8.877454473192058,-12.573375941216064
2013-10-16,4.5688244411062644e-05,-9.993669527048024,-9.816498086819122
2013-10-17,3.696864396854643e-05,-10.205440464927102,-11.65402851613491
2013-10-18,2.518570872930394e-05,-10.589233838233328,-10.870126969050762
2013-10-20,3.3735343245960253e-06,-12.599549602157898,-9.845238073949208
2013-10-21,2.2789869707463634e-05,-10.68919443181545,-10.802737860749762
2013-10-22,4.386317030479443e-05,-10.034435535215723,-9.483432432698844
2013-10-23,5.3962030448091e-05,-9.82722989856893,-11.053200428501276
2013-10-24,3.6535585805153384e-05,-10.217223818768527,-10.548438210804441
2013-10-25,2.8857499077548126e-05,-10.453140665423103,-11.501507396113897
2013-10-27,5.262171094681916e-06,-12.154966860731884,-10.5383535616597
2013-10-28,2.663393256230226e-05,-10.53332449490291,-11.180520442000649
2013-10-29,2.6801718823602122e-05,-10.527044537295003,-11.925157821892611
2013-10-30,5.775849350109712e-05,-9.759240145764563,-10.066850135480353
2013-10-31,4.576340391288635e-05,-9.992025827451068,-9.534985204929898
2013-11-01,3.984669390716878e-05,-10.130471119603362,-10.541821731242655
2013-11-03,3.5009195231627976e-06,-12.562484903070343,-10.218506338606728
2013-11-04,2.043770572365063e-05,-10.798129043368442,-10.626271806648786
2013-11-05,3.4749580111040966e-05,-10.267343069161987,-9.848535366256922
2013-11-06,2.919649984906929e-05,-10.441461724057362,-10.757478600742612
2013-11-07,7.216821575632363e-05,-9.536510833974626,-10.681311774100271
2013-11-08,7.343440167109039e-05,-9.519118044526504,-10.904617729398872
2013-11-10,5.417972109173134e-06,-12.125788962123197,-10.787377745352563
2013-11-11,2.1680226215719208e-05,-10.739109947142873,-11.798681916660868
2013-11-12,3.396543179509942e-05,-10.2901672624591,-10.808528509123267
2013-11-13,3.2135269161395486e-05,-10.345556403218565,-10.999635063035388
2013-11-14,3.0312462719183313e-05,-10.403951619149941,-11.974702273104427
2013-11-15,1.6725803739322726e-05,-10.998557896941849,-11.44153893101559
2013-11-17,1.9070566256734236e-06,-13.169949538198257,-10.717273395433278
2013-11-18,3.0102280428537865e-05,-10.410909627333776,-10.517238678735096
2013-11-19,4.572908751528287e-05,-9.992775974237476,-11.059003874729274
2013-11-20,6.014835468743228e-05,-9.718696469410098,-11.70794211549434
2013-11-21,2.7634597518526777e-05,-10.496442036978095,-12.809178629053381
2013-11-22,1.9081511114452935e-05,-10.866790696209499,-10.030202999244004
2013-11-24,6.134072116150653e-06,-12.001651735551196,-11.019620152514307
2013-11-25,1.74727107395626e-05,-10.954870280453807,-12.420023174018166
2013-11-26,1.6997665763576145e-05,-10.982434531360601,-10.749420830278215
2013-11-27,1.54904858710826e-05,-11.075284537269347,-8.462541930818913
2013-11-28,5.028942372508338e-06,-12.200300859876025,-10.745065680616127
2013-11-29,1.2951323148948527e-05,-11.254312601374123,-10.175323043972755
2013-12-01,3.450156313204112e-06,-12.577091019772284,-11.972312542664916
2013-12-02,2.5745199727666485e-05,-10.567262366575637,-11.529643243132703
2013-12-03,3.274995669500976e-05,-10.326608918173665,-10.884036085910823
2013-12-04,5.23070053081149e-05,-9.858380251157358,-11.063705380430774
2013-12-05,5.827662142744233e-05,-9.750309549706792,-10.52042880873516
2013-12-06,4.943251083909982e-05,-9.914902236080732,-9.112161202453429
2013-12-08,3.904525163478239e-06,-12.453374379126776,-10.728940885351292
2013-12-09,1.9976701620053814e-05,-10.820943882453134,-10.808802584382931
2013-12-10,2.4378664348792073e-05,-10.621802220120989,-13.077404669879812
2013-12-11,4.289787939143521e-05,-10.056688164687152,-12.764213342562735
2013-12-12,4.4994265012058966e-05,-10.00897552049212,-9.59941409194468
2013-12-13,3.219439988287864e-05,-10.34371803721996,-10.964550422197698
2013-12-15,2.4830900035517507e-05,-10.603421711194674,-12.07580239029016
2013-12-16,3.654662712149109e-05,-10.216921657244415,-12.030236740063957
2013-12-17,2.9569478170033192e-05,-10.428767871532127,-9.990360427210355
2013-12-18,0.0001529434566220663,-8.78544226943931,-9.988329840373869
2013-12-19,3.4838298709602905e-05,-10.264793238699166,-10.701036670592273
2013-12-20,1.8545188380992418e-05,-10.895300189026731,-12.041220399427482
2013-12-22,2.3232065155835173e-06,-12.972562207747073,-10.092907504330027
2013-12-23,1.4311385080960257e-05,-11.154455177957564,-10.400397382087093
2013-12-24,8.098658383563464e-06,-11.723812141663151,-10.269238250212503
2013-12-26,1.0994312764082925e-05,-11.418132440314585,-11.621499312047018
2013-12-27,9.658980566836839e-06,-11.547622446692026,-10.358350173724501
2013-12-29,1.3167161923677983e-06,-13.540369653970204,-10.61236216594667
2013-12-30,9.424127508026825e-06,-11.572237401007905,-10.648804049052826
2013-12-31,1.2108766807570335e-05,-11.321580838155137,-12.136336471439927
2014-01-01,3.105049249961792e-06,-12.682480981203241,-11.45409503965315
2014-01-02,7.64775839734468e-05,-9.478512880025463,-11.39675175894919
2014-01-03,2.399454568103113e-05,-10.637684016734912,-11.213857260908222
2014-01-05,3.489457833511374e-06,-12.565764182381853,-10.629218951211218
2014-01-06,3.578278327679148e-05,-10.238043694289976,-11.675836732675211
2014-01-07,1.886788387343753e-05,-10.87804934724439,-12.521072438584284
2014-01-08,4.072790574202646e-05,-10.108597055695476,-10.945756325968182
2014-01-09,3.1663513303746254e-05,-10.360345539871945,-11.728534307367255
2014-01-10,5.254066909109807e-05,-9.853923038898397,-11.646568697929293
2014-01-12,2.6360183535775145e-06,-12.846240978686069,-12.698101424141127
2014-01-13,3.702739774415103e-05,-10.203852439768136,-11.942279603516678
2014-01-14,3.1125056459459616e-05,-10.377497389222505,-11.465191071412892
2014-01-15,2.3432715811812922e-05,-10.66137740043271,-11.942865095604734
2014-01-16,2.4892670884539472e-05,-10.600937139807083,-12.314481718560563
2014-01-17,2.1832083931225973e-05,-10.732129930152563,-10.829308307369743
2014-01-19,3.237301015183542e-06,-12.640770595319085,-11.786411599979589
2014-01-20,9.381149316508497e-06,-11.576808274039713,-12.236445709206965
2014-01-21,3.151597615798201e-05,-10.365015961086321,-11.679809441820872
2014-01-22,3.713617569455902e-05,-10.20091897733182,-10.489981571629787
2014-01-23,4.7676913002440884e-05,-9.951063281379492,-11.988799828643415
2014-01-24,8.304085700551169e-05,-9.396177818206024,-11.171173659859214
2014-01-26,1.4440007598360421e-05,-11.145507898297486,-11.005993451834547
2014-01-27,0.00010600814166365424,-9.15199465865412,-11.415949362927387
2014-01-28,8.551727068956633e-05,-9.366792206050883,-12.409497448367963
2014-01-29,0.00016459018862721633,-8.71205187886596,-12.286692555371234
2014-01-30,6.858782191174325e-05,-9.587395562143966,-11.648017945523726
2014-01-31,0.0001119774230815605,-9.097213286618008,-10.507037980014458
2014-02-02,1.0242011693187025e-05,-11.489012503234758,-11.784913140251083
2014-02-03,0.00012783222990101715,-8.964791857666626,-12.056209480124984
2014-02-04,9.745447584660502e-05,-9.236125203392735,-11.819098415343465
2014-02-05,0.00012397987555184343,-8.99539129946707,-11.643647192323265
2014-02-06,6.656095196240826e-05,-9.617392459233763,-11.461065680598827
2014-02-07,0.00012686395424345954,-8.97239527210825,-11.905153867663424
2014-02-09,4.261916322579213e-06,-12.36579165785008,-10.44808012750983
2014-02-10,3.564475130546796e-05,-10.241908650401264,-10.875338143018148
2014-02-11,4.1143467892784625e-05,-10.098445382377529,-10.880728268109884
2014-02-12,3.83442977913955e-05,-10.168904729826975,-10.781432567520604
2014-02-13,5.155833143619688e-05,-9.872796742011255,-10.167725185483134
2014-02-14,3.156238061486384e-05,-10.363544633435213,-12.180384357117147
2014-02-16,5.332294026217433e-06,-12.141729013466476,-11.987031182555373
2014-02-17,1.1769664976369435e-05,-11.34998510129691,-12.63884560329198
2014-02-18,3.1400406515386394e-05,-10.368689718783985,-11.96516628887552
2014-02-19,7.259494185371983e-05,-9.530615309997057,-12.184407489048727
2014-02-20,6.0688190975172294e-05,-9.709761426186862,-11.98742382865593
2014-02-21,3.22759943788424e-05,-10.341186812137082,-11.809841422469939
